,Task,Granularity,Complexity,Trial,Individual,Performance
1304,Hard-to-easy,5,10,2,Open,1.0
1305,Hard-to-easy,5,10,2,Conservative ,0.9793760000000007
1306,Hard-to-easy,5,10,3,Open,1.0
1307,Hard-to-easy,5,10,3,Conservative ,0.9793000000000007
1308,Hard-to-easy,5,10,4,Open,1.0
1309,Hard-to-easy,5,10,4,Conservative ,0.9831100000000008
1310,Hard-to-easy,5,10,5,Open,1.0
1311,Hard-to-easy,5,10,5,Conservative ,0.9818520000000008
1312,Hard-to-easy,5,10,6,Open,1.0
1313,Hard-to-easy,5,10,6,Conservative ,0.9794520000000007
1314,Hard-to-easy,5,10,7,Open,1.0
1315,Hard-to-easy,5,10,7,Conservative ,0.9798900000000007
1316,Hard-to-easy,5,10,8,Open,1.0
1317,Hard-to-easy,5,10,8,Conservative ,0.9927980000000008
1318,Hard-to-easy,5,10,9,Open,1.0
1319,Hard-to-easy,5,10,9,Conservative ,0.9814040000000007
1320,Hard-to-easy,5,11,0,Open,1.0
1321,Hard-to-easy,5,11,0,Conservative ,0.9798359999999997
1322,Hard-to-easy,5,11,1,Open,1.0
1323,Hard-to-easy,5,11,1,Conservative ,0.9822499999999996
1324,Hard-to-easy,5,11,2,Open,1.0
1325,Hard-to-easy,5,11,2,Conservative ,0.9796259999999997
1326,Hard-to-easy,5,11,3,Open,1.0
1327,Hard-to-easy,5,11,3,Conservative ,0.9780139999999996
1328,Hard-to-easy,5,11,4,Open,1.0
1329,Hard-to-easy,5,11,4,Conservative ,0.9810999999999995
1330,Hard-to-easy,5,11,5,Open,1.0
1331,Hard-to-easy,5,11,5,Conservative ,0.9797779999999996
1332,Hard-to-easy,5,11,6,Open,1.0
1333,Hard-to-easy,5,11,6,Conservative ,0.9778159999999997
1334,Hard-to-easy,5,11,7,Open,1.0
1335,Hard-to-easy,5,11,7,Conservative ,0.9797679999999996
1336,Hard-to-easy,5,11,8,Open,1.0
1337,Hard-to-easy,5,11,8,Conservative ,0.9799039999999997
1338,Hard-to-easy,5,11,9,Open,1.0
1339,Hard-to-easy,5,11,9,Conservative ,0.9782139999999997
1340,Hard-to-easy,5,12,0,Open,1.0
1341,Hard-to-easy,5,12,0,Conservative ,0.9850079999999994
1342,Hard-to-easy,5,12,1,Open,1.0
1343,Hard-to-easy,5,12,1,Conservative ,0.9728939999999995
1344,Hard-to-easy,5,12,2,Open,1.0
1345,Hard-to-easy,5,12,2,Conservative ,0.9750099999999995
1346,Hard-to-easy,5,12,3,Open,1.0
1347,Hard-to-easy,5,12,3,Conservative ,0.9846159999999995
1348,Hard-to-easy,5,12,4,Open,1.0
1349,Hard-to-easy,5,12,4,Conservative ,0.9751199999999994
1350,Hard-to-easy,5,12,5,Open,1.0
1351,Hard-to-easy,5,12,5,Conservative ,0.9729699999999996
1352,Hard-to-easy,5,12,6,Open,1.0
1353,Hard-to-easy,5,12,6,Conservative ,0.9729279999999995
1354,Hard-to-easy,5,12,7,Open,1.0
1355,Hard-to-easy,5,12,7,Conservative ,0.9716859999999996
1356,Hard-to-easy,5,12,8,Open,1.0
1357,Hard-to-easy,5,12,8,Conservative ,0.9742579999999995
1358,Hard-to-easy,5,12,9,Open,1.0
1359,Hard-to-easy,5,12,9,Conservative ,0.9848379999999994
1360,Hard-to-easy,5,13,0,Open,1.0
1361,Hard-to-easy,5,13,0,Conservative ,0.9649880000000003
1362,Hard-to-easy,5,13,1,Open,1.0
1363,Hard-to-easy,5,13,1,Conservative ,0.9608960000000004
1364,Hard-to-easy,5,13,2,Open,1.0
1365,Hard-to-easy,5,13,2,Conservative ,0.9643620000000004
1366,Hard-to-easy,5,13,3,Open,1.0
1367,Hard-to-easy,5,13,3,Conservative ,0.9603620000000005
1368,Hard-to-easy,5,13,4,Open,1.0
1369,Hard-to-easy,5,13,4,Conservative ,0.9644600000000004
1370,Hard-to-easy,5,13,5,Open,1.0
1371,Hard-to-easy,5,13,5,Conservative ,0.9634680000000003
1372,Hard-to-easy,5,13,6,Open,1.0
1373,Hard-to-easy,5,13,6,Conservative ,0.9611200000000005
1374,Hard-to-easy,5,13,7,Open,1.0
1375,Hard-to-easy,5,13,7,Conservative ,0.9610960000000004
1376,Hard-to-easy,5,13,8,Open,1.0
1377,Hard-to-easy,5,13,8,Conservative ,0.9624260000000003
1378,Hard-to-easy,5,13,9,Open,1.0
1379,Hard-to-easy,5,13,9,Conservative ,0.9612120000000004
1380,Hard-to-easy,5,14,0,Open,1.0
1381,Hard-to-easy,5,14,0,Conservative ,0.9358959999999995
1382,Hard-to-easy,5,14,1,Open,1.0
1383,Hard-to-easy,5,14,1,Conservative ,0.9365439999999995
1384,Hard-to-easy,5,14,2,Open,1.0
1385,Hard-to-easy,5,14,2,Conservative ,0.9492339999999995
1386,Hard-to-easy,5,14,3,Open,1.0
1387,Hard-to-easy,5,14,3,Conservative ,0.9478059999999996
1388,Hard-to-easy,5,14,4,Open,1.0
1389,Hard-to-easy,5,14,4,Conservative ,0.9382459999999996
1390,Hard-to-easy,5,14,5,Open,1.0
1391,Hard-to-easy,5,14,5,Conservative ,0.9350979999999995
1392,Hard-to-easy,5,14,6,Open,1.0
1393,Hard-to-easy,5,14,6,Conservative ,0.9309199999999995
1394,Hard-to-easy,5,14,7,Open,1.0
1395,Hard-to-easy,5,14,7,Conservative ,0.9341719999999996
1396,Hard-to-easy,5,14,8,Open,1.0
1397,Hard-to-easy,5,14,8,Conservative ,0.9349379999999995
1398,Hard-to-easy,5,14,9,Open,1.0
1399,Hard-to-easy,5,14,9,Conservative ,0.9296699999999994
1400,Hard-to-easy,6,1,0,Open,1.0
1401,Hard-to-easy,6,1,0,Conservative ,0.981072
1402,Hard-to-easy,6,1,1,Open,1.0
1403,Hard-to-easy,6,1,1,Conservative ,0.9999899999999999
1404,Hard-to-easy,6,1,2,Open,1.0
1405,Hard-to-easy,6,1,2,Conservative ,0.9902299999999999
1406,Hard-to-easy,6,1,3,Open,1.0
1407,Hard-to-easy,6,1,3,Conservative ,0.983244
1408,Hard-to-easy,6,1,4,Open,1.0
1409,Hard-to-easy,6,1,4,Conservative ,0.9834860000000001
1410,Hard-to-easy,6,1,5,Open,1.0
1411,Hard-to-easy,6,1,5,Conservative ,0.9802719999999999
1412,Hard-to-easy,6,1,6,Open,1.0
1413,Hard-to-easy,6,1,6,Conservative ,0.9924200000000001
1414,Hard-to-easy,6,1,7,Open,1.0
1415,Hard-to-easy,6,1,7,Conservative ,0.981572
1416,Hard-to-easy,6,1,8,Open,1.0
1417,Hard-to-easy,6,1,8,Conservative ,0.9966119999999999
1418,Hard-to-easy,6,1,9,Open,1.0
1419,Hard-to-easy,6,1,9,Conservative ,0.9833799999999999
1420,Hard-to-easy,6,2,0,Open,1.0
1421,Hard-to-easy,6,2,0,Conservative ,0.9821899999999999
1422,Hard-to-easy,6,2,1,Open,1.0
1423,Hard-to-easy,6,2,1,Conservative ,0.982322
1424,Hard-to-easy,6,2,2,Open,1.0
1425,Hard-to-easy,6,2,2,Conservative ,0.982016
1426,Hard-to-easy,6,2,3,Open,1.0
1427,Hard-to-easy,6,2,3,Conservative ,0.981374
1428,Hard-to-easy,6,2,4,Open,1.0
1429,Hard-to-easy,6,2,4,Conservative ,0.980826
1430,Hard-to-easy,6,2,5,Open,1.0
1431,Hard-to-easy,6,2,5,Conservative ,0.98176
1432,Hard-to-easy,6,2,6,Open,1.0
1433,Hard-to-easy,6,2,6,Conservative ,0.982056
1434,Hard-to-easy,6,2,7,Open,1.0
1435,Hard-to-easy,6,2,7,Conservative ,0.982402
1436,Hard-to-easy,6,2,8,Open,1.0
1437,Hard-to-easy,6,2,8,Conservative ,0.9894379999999999
1438,Hard-to-easy,6,2,9,Open,1.0
1439,Hard-to-easy,6,2,9,Conservative ,0.9821179999999999
1440,Hard-to-easy,6,3,0,Open,1.0
1441,Hard-to-easy,6,3,0,Conservative ,0.98208
1442,Hard-to-easy,6,3,1,Open,1.0
1443,Hard-to-easy,6,3,1,Conservative ,0.9808920000000001
1444,Hard-to-easy,6,3,2,Open,1.0
1445,Hard-to-easy,6,3,2,Conservative ,0.985434
1446,Hard-to-easy,6,3,3,Open,1.0
1447,Hard-to-easy,6,3,3,Conservative ,0.9815940000000001
1448,Hard-to-easy,6,3,4,Open,1.0
1449,Hard-to-easy,6,3,4,Conservative ,0.98202
1450,Hard-to-easy,6,3,5,Open,1.0
1451,Hard-to-easy,6,3,5,Conservative ,0.981256
1452,Hard-to-easy,6,3,6,Open,1.0
1453,Hard-to-easy,6,3,6,Conservative ,0.980466
1454,Hard-to-easy,6,3,7,Open,1.0
1455,Hard-to-easy,6,3,7,Conservative ,0.981746
1456,Hard-to-easy,6,3,8,Open,1.0
1457,Hard-to-easy,6,3,8,Conservative ,0.9819939999999999
1458,Hard-to-easy,6,3,9,Open,1.0
1459,Hard-to-easy,6,3,9,Conservative ,0.987408
1460,Hard-to-easy,6,4,0,Open,1.0
1461,Hard-to-easy,6,4,0,Conservative ,0.987998
1462,Hard-to-easy,6,4,1,Open,1.0
1463,Hard-to-easy,6,4,1,Conservative ,0.985564
1464,Hard-to-easy,6,4,2,Open,1.0
1465,Hard-to-easy,6,4,2,Conservative ,0.9862179999999999
1466,Hard-to-easy,6,4,3,Open,1.0
1467,Hard-to-easy,6,4,3,Conservative ,0.980002
1468,Hard-to-easy,6,4,4,Open,1.0
1469,Hard-to-easy,6,4,4,Conservative ,0.980864
1470,Hard-to-easy,6,4,5,Open,1.0
1471,Hard-to-easy,6,4,5,Conservative ,0.982676
1472,Hard-to-easy,6,4,6,Open,1.0
1473,Hard-to-easy,6,4,6,Conservative ,0.9833280000000001
1474,Hard-to-easy,6,4,7,Open,1.0
1475,Hard-to-easy,6,4,7,Conservative ,0.982264
1476,Hard-to-easy,6,4,8,Open,1.0
1477,Hard-to-easy,6,4,8,Conservative ,0.98076
1478,Hard-to-easy,6,4,9,Open,1.0
1479,Hard-to-easy,6,4,9,Conservative ,0.982756
1480,Hard-to-easy,6,5,0,Open,1.0
1481,Hard-to-easy,6,5,0,Conservative ,0.983156
1482,Hard-to-easy,6,5,1,Open,1.0
1483,Hard-to-easy,6,5,1,Conservative ,0.9898739999999999
1484,Hard-to-easy,6,5,2,Open,1.0
1485,Hard-to-easy,6,5,2,Conservative ,0.980124
1486,Hard-to-easy,6,5,3,Open,1.0
1487,Hard-to-easy,6,5,3,Conservative ,0.981134
1488,Hard-to-easy,6,5,4,Open,1.0
1489,Hard-to-easy,6,5,4,Conservative ,0.980372
1490,Hard-to-easy,6,5,5,Open,1.0
1491,Hard-to-easy,6,5,5,Conservative ,0.9902979999999999
1492,Hard-to-easy,6,5,6,Open,1.0
1493,Hard-to-easy,6,5,6,Conservative ,0.990168
1494,Hard-to-easy,6,5,7,Open,1.0
1495,Hard-to-easy,6,5,7,Conservative ,0.9847440000000001
1496,Hard-to-easy,6,5,8,Open,1.0
1497,Hard-to-easy,6,5,8,Conservative ,0.98187
1498,Hard-to-easy,6,5,9,Open,1.0
1499,Hard-to-easy,6,5,9,Conservative ,0.987168
1500,Hard-to-easy,6,6,0,Open,1.0
1501,Hard-to-easy,6,6,0,Conservative ,0.990116
1502,Hard-to-easy,6,6,1,Open,1.0
1503,Hard-to-easy,6,6,1,Conservative ,0.981142
1504,Hard-to-easy,6,6,2,Open,1.0
1505,Hard-to-easy,6,6,2,Conservative ,0.98008
1506,Hard-to-easy,6,6,3,Open,1.0
1507,Hard-to-easy,6,6,3,Conservative ,0.981622
1508,Hard-to-easy,6,6,4,Open,1.0
1509,Hard-to-easy,6,6,4,Conservative ,0.98273
1510,Hard-to-easy,6,6,5,Open,1.0
1511,Hard-to-easy,6,6,5,Conservative ,0.983562
1512,Hard-to-easy,6,6,6,Open,1.0
1513,Hard-to-easy,6,6,6,Conservative ,0.98249
1514,Hard-to-easy,6,6,7,Open,1.0
1515,Hard-to-easy,6,6,7,Conservative ,0.9805240000000001
1516,Hard-to-easy,6,6,8,Open,1.0
1517,Hard-to-easy,6,6,8,Conservative ,0.982158
1518,Hard-to-easy,6,6,9,Open,1.0
1519,Hard-to-easy,6,6,9,Conservative ,0.980586
1520,Hard-to-easy,6,7,0,Open,1.0
1521,Hard-to-easy,6,7,0,Conservative ,0.98173
1522,Hard-to-easy,6,7,1,Open,1.0
1523,Hard-to-easy,6,7,1,Conservative ,0.981528
1524,Hard-to-easy,6,7,2,Open,1.0
1525,Hard-to-easy,6,7,2,Conservative ,0.9828600000000001
1526,Hard-to-easy,6,7,3,Open,1.0
1527,Hard-to-easy,6,7,3,Conservative ,0.9821840000000001
1528,Hard-to-easy,6,7,4,Open,1.0
1529,Hard-to-easy,6,7,4,Conservative ,0.980762
1530,Hard-to-easy,6,7,5,Open,1.0
1531,Hard-to-easy,6,7,5,Conservative ,0.9800719999999999
1532,Hard-to-easy,6,7,6,Open,1.0
1533,Hard-to-easy,6,7,6,Conservative ,0.985202
1534,Hard-to-easy,6,7,7,Open,1.0
1535,Hard-to-easy,6,7,7,Conservative ,0.994358
1536,Hard-to-easy,6,7,8,Open,1.0
1537,Hard-to-easy,6,7,8,Conservative ,0.982162
1538,Hard-to-easy,6,7,9,Open,1.0
1539,Hard-to-easy,6,7,9,Conservative ,0.981734
1540,Hard-to-easy,6,8,0,Open,1.0
1541,Hard-to-easy,6,8,0,Conservative ,0.9802200000000001
1542,Hard-to-easy,6,8,1,Open,1.0
1543,Hard-to-easy,6,8,1,Conservative ,0.983006
1544,Hard-to-easy,6,8,2,Open,1.0
1545,Hard-to-easy,6,8,2,Conservative ,0.9932479999999999
1546,Hard-to-easy,6,8,3,Open,1.0
1547,Hard-to-easy,6,8,3,Conservative ,0.980548
1548,Hard-to-easy,6,8,4,Open,1.0
1549,Hard-to-easy,6,8,4,Conservative ,0.982526
1550,Hard-to-easy,6,8,5,Open,1.0
1551,Hard-to-easy,6,8,5,Conservative ,0.980284
1552,Hard-to-easy,6,8,6,Open,1.0
1553,Hard-to-easy,6,8,6,Conservative ,0.98066
1554,Hard-to-easy,6,8,7,Open,1.0
1555,Hard-to-easy,6,8,7,Conservative ,0.982196
1556,Hard-to-easy,6,8,8,Open,1.0
1557,Hard-to-easy,6,8,8,Conservative ,0.9803419999999999
1558,Hard-to-easy,6,8,9,Open,1.0
1559,Hard-to-easy,6,8,9,Conservative ,0.980132
1560,Hard-to-easy,6,9,0,Open,1.0
1561,Hard-to-easy,6,9,0,Conservative ,0.9955759999999999
1562,Hard-to-easy,6,9,1,Open,1.0
1563,Hard-to-easy,6,9,1,Conservative ,0.9819499999999999
1564,Hard-to-easy,6,9,2,Open,1.0
1565,Hard-to-easy,6,9,2,Conservative ,0.98077
1566,Hard-to-easy,6,9,3,Open,1.0
1567,Hard-to-easy,6,9,3,Conservative ,0.9810199999999999
1568,Hard-to-easy,6,9,4,Open,1.0
1569,Hard-to-easy,6,9,4,Conservative ,0.988718
1570,Hard-to-easy,6,9,5,Open,1.0
1571,Hard-to-easy,6,9,5,Conservative ,0.98398
1572,Hard-to-easy,6,9,6,Open,1.0
1573,Hard-to-easy,6,9,6,Conservative ,0.9856959999999999
1574,Hard-to-easy,6,9,7,Open,1.0
1575,Hard-to-easy,6,9,7,Conservative ,0.980102
1576,Hard-to-easy,6,9,8,Open,1.0
1577,Hard-to-easy,6,9,8,Conservative ,0.9833919999999999
1578,Hard-to-easy,6,9,9,Open,1.0
1579,Hard-to-easy,6,9,9,Conservative ,0.9801599999999999
1580,Hard-to-easy,6,10,0,Open,1.0
1581,Hard-to-easy,6,10,0,Conservative ,0.9801859999999999
1582,Hard-to-easy,6,10,1,Open,1.0
1583,Hard-to-easy,6,10,1,Conservative ,0.981262
1584,Hard-to-easy,6,10,2,Open,1.0
1585,Hard-to-easy,6,10,2,Conservative ,0.9804039999999999
1586,Hard-to-easy,6,10,3,Open,1.0
1587,Hard-to-easy,6,10,3,Conservative ,0.9834939999999999
1588,Hard-to-easy,6,10,4,Open,1.0
1589,Hard-to-easy,6,10,4,Conservative ,0.9940479999999999
1590,Hard-to-easy,6,10,5,Open,1.0
1591,Hard-to-easy,6,10,5,Conservative ,0.9823479999999999
1592,Hard-to-easy,6,10,6,Open,1.0
1593,Hard-to-easy,6,10,6,Conservative ,0.980758
1594,Hard-to-easy,6,10,7,Open,1.0
1595,Hard-to-easy,6,10,7,Conservative ,0.9806619999999999
1596,Hard-to-easy,6,10,8,Open,1.0
1597,Hard-to-easy,6,10,8,Conservative ,0.982088
1598,Hard-to-easy,6,10,9,Open,1.0
1599,Hard-to-easy,6,10,9,Conservative ,0.981802
1600,Hard-to-easy,6,11,0,Open,1.0
1601,Hard-to-easy,6,11,0,Conservative ,0.9842579999999999
1602,Hard-to-easy,6,11,1,Open,1.0
1603,Hard-to-easy,6,11,1,Conservative ,0.9808999999999999
1604,Hard-to-easy,6,11,2,Open,1.0
1605,Hard-to-easy,6,11,2,Conservative ,0.9805719999999998
1606,Hard-to-easy,6,11,3,Open,1.0
1607,Hard-to-easy,6,11,3,Conservative ,0.9801879999999998
1608,Hard-to-easy,6,11,4,Open,1.0
1609,Hard-to-easy,6,11,4,Conservative ,0.9805799999999998
1610,Hard-to-easy,6,11,5,Open,1.0
1611,Hard-to-easy,6,11,5,Conservative ,0.9800079999999999
1612,Hard-to-easy,6,11,6,Open,1.0
1613,Hard-to-easy,6,11,6,Conservative ,0.9801499999999999
1614,Hard-to-easy,6,11,7,Open,1.0
1615,Hard-to-easy,6,11,7,Conservative ,0.9801739999999998
1616,Hard-to-easy,6,11,8,Open,1.0
1617,Hard-to-easy,6,11,8,Conservative ,0.9801099999999998
1618,Hard-to-easy,6,11,9,Open,1.0
1619,Hard-to-easy,6,11,9,Conservative ,0.9809979999999999
1620,Hard-to-easy,6,12,0,Open,1.0
1621,Hard-to-easy,6,12,0,Conservative ,0.9855079999999993
1622,Hard-to-easy,6,12,1,Open,1.0
1623,Hard-to-easy,6,12,1,Conservative ,0.9808979999999994
1624,Hard-to-easy,6,12,2,Open,1.0
1625,Hard-to-easy,6,12,2,Conservative ,0.9813779999999993
1626,Hard-to-easy,6,12,3,Open,1.0
1627,Hard-to-easy,6,12,3,Conservative ,0.9812239999999993
1628,Hard-to-easy,6,12,4,Open,1.0
1629,Hard-to-easy,6,12,4,Conservative ,0.9868979999999992
1630,Hard-to-easy,6,12,5,Open,1.0
1631,Hard-to-easy,6,12,5,Conservative ,0.9822859999999993
1632,Hard-to-easy,6,12,6,Open,1.0
1633,Hard-to-easy,6,12,6,Conservative ,0.9814619999999994
1634,Hard-to-easy,6,12,7,Open,1.0
1635,Hard-to-easy,6,12,7,Conservative ,0.9806139999999993
1636,Hard-to-easy,6,12,8,Open,1.0
1637,Hard-to-easy,6,12,8,Conservative ,0.9813199999999993
1638,Hard-to-easy,6,12,9,Open,1.0
1639,Hard-to-easy,6,12,9,Conservative ,0.9873919999999993
1640,Hard-to-easy,6,13,0,Open,1.0
1641,Hard-to-easy,6,13,0,Conservative ,0.9816860000000002
1642,Hard-to-easy,6,13,1,Open,1.0
1643,Hard-to-easy,6,13,1,Conservative ,0.9799860000000001
1644,Hard-to-easy,6,13,2,Open,1.0
1645,Hard-to-easy,6,13,2,Conservative ,0.9796680000000002
1646,Hard-to-easy,6,13,3,Open,1.0
1647,Hard-to-easy,6,13,3,Conservative ,0.9816940000000001
1648,Hard-to-easy,6,13,4,Open,1.0
1649,Hard-to-easy,6,13,4,Conservative ,0.9814260000000001
1650,Hard-to-easy,6,13,5,Open,1.0
1651,Hard-to-easy,6,13,5,Conservative ,0.9800680000000002
1652,Hard-to-easy,6,13,6,Open,1.0
1653,Hard-to-easy,6,13,6,Conservative ,0.9803240000000001
1654,Hard-to-easy,6,13,7,Open,1.0
1655,Hard-to-easy,6,13,7,Conservative ,0.9809540000000001
1656,Hard-to-easy,6,13,8,Open,1.0
1657,Hard-to-easy,6,13,8,Conservative ,0.9873040000000002
1658,Hard-to-easy,6,13,9,Open,1.0
1659,Hard-to-easy,6,13,9,Conservative ,0.9796640000000002
1660,Hard-to-easy,6,14,0,Open,1.0
1661,Hard-to-easy,6,14,0,Conservative ,0.9786300000000001
1662,Hard-to-easy,6,14,1,Open,1.0
1663,Hard-to-easy,6,14,1,Conservative ,0.9949660000000001
1664,Hard-to-easy,6,14,2,Open,1.0
1665,Hard-to-easy,6,14,2,Conservative ,0.9806560000000002
1666,Hard-to-easy,6,14,3,Open,1.0
1667,Hard-to-easy,6,14,3,Conservative ,0.9788220000000001
1668,Hard-to-easy,6,14,4,Open,1.0
1669,Hard-to-easy,6,14,4,Conservative ,0.9927700000000002
1670,Hard-to-easy,6,14,5,Open,1.0
1671,Hard-to-easy,6,14,5,Conservative ,0.9798980000000002
1672,Hard-to-easy,6,14,6,Open,1.0
1673,Hard-to-easy,6,14,6,Conservative ,0.9784720000000001
1674,Hard-to-easy,6,14,7,Open,1.0
1675,Hard-to-easy,6,14,7,Conservative ,0.9847100000000001
1676,Hard-to-easy,6,14,8,Open,1.0
1677,Hard-to-easy,6,14,8,Conservative ,0.983978
1678,Hard-to-easy,6,14,9,Open,1.0
1679,Hard-to-easy,6,14,9,Conservative ,0.9805680000000001
1680,Hard-to-easy,7,1,0,Open,1.0
1681,Hard-to-easy,7,1,0,Conservative ,0.981516
1682,Hard-to-easy,7,1,1,Open,1.0
1683,Hard-to-easy,7,1,1,Conservative ,0.9801860000000001
1684,Hard-to-easy,7,1,2,Open,1.0
1685,Hard-to-easy,7,1,2,Conservative ,0.98008
1686,Hard-to-easy,7,1,3,Open,1.0
1687,Hard-to-easy,7,1,3,Conservative ,0.9851860000000001
1688,Hard-to-easy,7,1,4,Open,1.0
1689,Hard-to-easy,7,1,4,Conservative ,0.980334
1690,Hard-to-easy,7,1,5,Open,1.0
1691,Hard-to-easy,7,1,5,Conservative ,0.9800180000000001
1692,Hard-to-easy,7,1,6,Open,1.0
1693,Hard-to-easy,7,1,6,Conservative ,0.980244
1694,Hard-to-easy,7,1,7,Open,1.0
1695,Hard-to-easy,7,1,7,Conservative ,0.981986
1696,Hard-to-easy,7,1,8,Open,1.0
1697,Hard-to-easy,7,1,8,Conservative ,0.98066
1698,Hard-to-easy,7,1,9,Open,1.0
1699,Hard-to-easy,7,1,9,Conservative ,0.995894
1700,Hard-to-easy,7,2,0,Open,1.0
1701,Hard-to-easy,7,2,0,Conservative ,0.9817279999999999
1702,Hard-to-easy,7,2,1,Open,1.0
1703,Hard-to-easy,7,2,1,Conservative ,0.9822679999999999
1704,Hard-to-easy,7,2,2,Open,1.0
1705,Hard-to-easy,7,2,2,Conservative ,0.981792
1706,Hard-to-easy,7,2,3,Open,1.0
1707,Hard-to-easy,7,2,3,Conservative ,0.980002
1708,Hard-to-easy,7,2,4,Open,1.0
1709,Hard-to-easy,7,2,4,Conservative ,0.981696
1710,Hard-to-easy,7,2,5,Open,1.0
1711,Hard-to-easy,7,2,5,Conservative ,0.981348
1712,Hard-to-easy,7,2,6,Open,1.0
1713,Hard-to-easy,7,2,6,Conservative ,0.982282
1714,Hard-to-easy,7,2,7,Open,1.0
1715,Hard-to-easy,7,2,7,Conservative ,0.98237
1716,Hard-to-easy,7,2,8,Open,1.0
1717,Hard-to-easy,7,2,8,Conservative ,0.995776
1718,Hard-to-easy,7,2,9,Open,1.0
1719,Hard-to-easy,7,2,9,Conservative ,0.981514
1720,Hard-to-easy,7,3,0,Open,1.0
1721,Hard-to-easy,7,3,0,Conservative ,0.980348
1722,Hard-to-easy,7,3,1,Open,1.0
1723,Hard-to-easy,7,3,1,Conservative ,0.992196
1724,Hard-to-easy,7,3,2,Open,1.0
1725,Hard-to-easy,7,3,2,Conservative ,0.9814400000000001
1726,Hard-to-easy,7,3,3,Open,1.0
1727,Hard-to-easy,7,3,3,Conservative ,0.981318
1728,Hard-to-easy,7,3,4,Open,1.0
1729,Hard-to-easy,7,3,4,Conservative ,0.987768
1730,Hard-to-easy,7,3,5,Open,1.0
1731,Hard-to-easy,7,3,5,Conservative ,0.98202
1732,Hard-to-easy,7,3,6,Open,1.0
1733,Hard-to-easy,7,3,6,Conservative ,0.98265
1734,Hard-to-easy,7,3,7,Open,1.0
1735,Hard-to-easy,7,3,7,Conservative ,0.981322
1736,Hard-to-easy,7,3,8,Open,1.0
1737,Hard-to-easy,7,3,8,Conservative ,0.989536
1738,Hard-to-easy,7,3,9,Open,1.0
1739,Hard-to-easy,7,3,9,Conservative ,0.9912779999999999
1740,Hard-to-easy,7,4,0,Open,1.0
1741,Hard-to-easy,7,4,0,Conservative ,0.9801819999999999
1742,Hard-to-easy,7,4,1,Open,1.0
1743,Hard-to-easy,7,4,1,Conservative ,0.98045
1744,Hard-to-easy,7,4,2,Open,1.0
1745,Hard-to-easy,7,4,2,Conservative ,0.995052
1746,Hard-to-easy,7,4,3,Open,1.0
1747,Hard-to-easy,7,4,3,Conservative ,0.9822660000000001
1748,Hard-to-easy,7,4,4,Open,1.0
1749,Hard-to-easy,7,4,4,Conservative ,0.982318
1750,Hard-to-easy,7,4,5,Open,1.0
1751,Hard-to-easy,7,4,5,Conservative ,0.989752
1752,Hard-to-easy,7,4,6,Open,1.0
1753,Hard-to-easy,7,4,6,Conservative ,0.991006
1754,Hard-to-easy,7,4,7,Open,1.0
1755,Hard-to-easy,7,4,7,Conservative ,0.98551
1756,Hard-to-easy,7,4,8,Open,1.0
1757,Hard-to-easy,7,4,8,Conservative ,0.9820319999999999
1758,Hard-to-easy,7,4,9,Open,1.0
1759,Hard-to-easy,7,4,9,Conservative ,0.98543
1760,Hard-to-easy,7,5,0,Open,1.0
1761,Hard-to-easy,7,5,0,Conservative ,0.9918
1762,Hard-to-easy,7,5,1,Open,1.0
1763,Hard-to-easy,7,5,1,Conservative ,0.986226
1764,Hard-to-easy,7,5,2,Open,1.0
1765,Hard-to-easy,7,5,2,Conservative ,0.984602
1766,Hard-to-easy,7,5,3,Open,1.0
1767,Hard-to-easy,7,5,3,Conservative ,0.9823099999999999
1768,Hard-to-easy,7,5,4,Open,1.0
1769,Hard-to-easy,7,5,4,Conservative ,0.9817
1770,Hard-to-easy,7,5,5,Open,1.0
1771,Hard-to-easy,7,5,5,Conservative ,0.9903839999999999
1772,Hard-to-easy,7,5,6,Open,1.0
1773,Hard-to-easy,7,5,6,Conservative ,0.98053
1774,Hard-to-easy,7,5,7,Open,1.0
1775,Hard-to-easy,7,5,7,Conservative ,0.981902
1776,Hard-to-easy,7,5,8,Open,1.0
1777,Hard-to-easy,7,5,8,Conservative ,0.984912
1778,Hard-to-easy,7,5,9,Open,1.0
1779,Hard-to-easy,7,5,9,Conservative ,0.9803440000000001
1780,Hard-to-easy,7,6,0,Open,1.0
1781,Hard-to-easy,7,6,0,Conservative ,0.984728
1782,Hard-to-easy,7,6,1,Open,1.0
1783,Hard-to-easy,7,6,1,Conservative ,0.98273
1784,Hard-to-easy,7,6,2,Open,1.0
1785,Hard-to-easy,7,6,2,Conservative ,0.985288
1786,Hard-to-easy,7,6,3,Open,1.0
1787,Hard-to-easy,7,6,3,Conservative ,0.980622
1788,Hard-to-easy,7,6,4,Open,1.0
1789,Hard-to-easy,7,6,4,Conservative ,0.98021
1790,Hard-to-easy,7,6,5,Open,1.0
1791,Hard-to-easy,7,6,5,Conservative ,0.986224
1792,Hard-to-easy,7,6,6,Open,1.0
1793,Hard-to-easy,7,6,6,Conservative ,0.982
1794,Hard-to-easy,7,6,7,Open,1.0
1795,Hard-to-easy,7,6,7,Conservative ,0.980762
1796,Hard-to-easy,7,6,8,Open,1.0
1797,Hard-to-easy,7,6,8,Conservative ,0.9971800000000001
1798,Hard-to-easy,7,6,9,Open,1.0
1799,Hard-to-easy,7,6,9,Conservative ,0.980316
1800,Hard-to-easy,7,7,0,Open,1.0
